Student ID,Name,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
2275,Aanya Chakraborty,Female,2024,"Embedded Systems, Java",0,3,4,Dr. Reddy's Labs,Established,EdTech,2852242,No,,Hyderabad
2276,Myra Sharma,Female,2022,"Cloud (AWS/Azure/GCP), ML/AI, DevOps, Java",3,6,2,Google,Established,FinTech,501728,No,,Mumbai
2277,Dev Ghosal,Male,2024,Web Dev (Full Stack),1,4,2,Flipkart,Established,Automotive,1162645,No,,Jaipur
2278,Ananya Yadav,Female,2025,"C++, Digital Marketing",3,10,2,Wipro,Established,EdTech,1882043,No,,Jaipur
2279,Ankit Roy,Male,2025,"Data Science, C++, ML/AI, Java",0,6,3,TCS,Established,E-commerce,1555275,No,,Chennai
2280,Isha Jain,Female,2023,"Python, Web Dev (Full Stack), Data Science, Digital Marketing",1,5,4,Amazon,Established,IT Services,1895015,No,,Bangalore
2281,Jyoti Kaur,Female,2025,Java,0,8,3,Google,Established,Manufacturing,2347612,No,,Mumbai
2282,Ananya Tiwari,Female,2025,"Embedded Systems, Cloud (AWS/Azure/GCP)",0,6,1,Byju's,Startup,FinTech,935904,No,,Delhi
2283,Ananya Kaur,Female,2025,"UI/UX Design, Digital Marketing, Data Science, Blockchain",3,4,3,Dream11,Startup,Logistics,793175,No,,Mumbai
2284,Tanu Singh,Female,2023,"Networking, C++, Embedded Systems",2,5,3,Google,Established,Healthcare,979386,No,,Bangalore
2285,Ananya Nair,Female,2022,"Python, UI/UX Design, Networking, Java",0,8,3,Byju's,Startup,FinTech,1279948,Yes,MS (USA/EU),Kolkata
2286,Rani Mishra,Female,2023,"Blockchain, C++, Web Dev (Full Stack), DevOps",0,5,3,Amazon,Established,Consulting,1015841,No,,Hyderabad
2287,Kiara Reddy,Female,2022,"Python, Java, Data Science",2,5,3,Tata Motors,Established,Automotive,581713,No,,Delhi
2288,Isha Pillai,Female,2025,"Networking, ML/AI",0,10,4,Meta,Established,Consulting,1332467,No,,Delhi
2289,Ananya Singh,Female,2025,Networking,3,6,3,Jio Platforms,Established,IT Services,1935666,No,,Ahmedabad
2290,Dhruv Singh,Male,2022,"Blockchain, Cloud (AWS/Azure/GCP), C++, UI/UX Design",1,9,1,Infosys,Established,Healthcare,1706512,No,,Kolkata
2291,Vivaan Reddy,Male,2022,"UI/UX Design, Python, Embedded Systems, Cybersecurity",1,8,3,Flipkart,Established,IT Services,1821601,No,,Delhi
2292,Dev Kaur,Male,2025,"Python, Cloud (AWS/Azure/GCP), Data Science, Embedded Systems, Java",1,1,0,,,,0,Yes,Data Science,Chennai
2293,Deepa Mehta,Female,2024,"Web Dev (Full Stack), C++, Blockchain, Embedded Systems",1,9,3,Cisco,Established,IT Services,1037287,No,,Pune
2294,Ankit Prakash,Male,2024,"Cybersecurity, Blockchain, Digital Marketing",0,7,3,Amazon,Established,IT Services,1628248,No,,Mumbai
2295,Sunil Tiwari,Male,2022,"Embedded Systems, ML/AI, Cloud (AWS/Azure/GCP)",0,5,2,,,,0,Yes,MS (USA/EU),Ahmedabad
2296,Kiara Kumar,Female,2023,"Blockchain, Cybersecurity, Embedded Systems",0,4,3,Cognizant,Established,Logistics,1569669,No,,Bangalore
2297,Pooja Das,Female,2023,"Cloud (AWS/Azure/GCP), Digital Marketing, UI/UX Design, DevOps",3,4,1,,,,0,No,,Chennai
2298,Rani Mehta,Female,2024,"Python, Cybersecurity, Embedded Systems, ML/AI, C++",0,4,3,Tata Motors,Established,Logistics,1281351,No,,Ahmedabad
2299,Ananya Ghosal,Female,2023,"Web Dev (Full Stack), DevOps, Cloud (AWS/Azure/GCP)",2,1,1,Capgemini,Established,Manufacturing,1655834,No,,Jaipur
2300,Aanya Reddy,Female,2024,"UI/UX Design, Embedded Systems",2,9,4,Paytm,Startup,EdTech,886022,No,,Pune
2301,Kavita Verma,Female,2025,"UI/UX Design, Blockchain, DevOps",1,5,1,Flipkart,Established,Automotive,678522,Yes,MBA,Pune
2302,Diya Jain,Female,2022,Data Science,0,8,2,L&T Technology Services,Established,Manufacturing,2065604,Yes,MBA,Mumbai
2303,Amit Yadav,Male,2023,"Networking, ML/AI, Python, UI/UX Design, Cloud (AWS/Azure/GCP)",3,8,4,Oracle,Established,FinTech,1551811,No,,Jaipur
2304,Smita Jain,Female,2025,"ML/AI, Java, Web Dev (Full Stack), Digital Marketing",1,7,2,Byju's,Startup,Consulting,759439,No,,Jaipur
2305,Ananya Sharma,Female,2025,"Java, Data Science, Blockchain, Cloud (AWS/Azure/GCP), C++",2,5,1,Ola,Startup,Manufacturing,535109,No,,Chennai
2306,Sia Singh,Female,2025,"Cloud (AWS/Azure/GCP), Cybersecurity, Data Science",0,5,3,Byju's,Startup,EdTech,644494,No,,Chennai
2307,Aryan Das,Male,2022,"Blockchain, UI/UX Design",0,3,0,,,,0,Yes,MS (USA/EU),Pune
2308,Sia Roy,Female,2024,"UI/UX Design, Blockchain, Java, DevOps, Embedded Systems",0,10,3,Adobe,Established,EdTech,1375286,Yes,MS (USA/EU),Hyderabad
2309,Jyoti Gupta,Female,2023,"Cybersecurity, Digital Marketing, UI/UX Design",0,5,2,Zomato,Startup,Healthcare,372262,No,,Ahmedabad
2310,Aditya Kaur,Male,2025,"Web Dev (Full Stack), UI/UX Design, DevOps, Embedded Systems, C++",2,9,0,Microsoft,Established,IT Services,1395922,No,,Chennai
2311,Meera Kaur,Female,2025,"Python, ML/AI, Networking, Cloud (AWS/Azure/GCP)",1,9,1,Capgemini,Established,Automotive,2430290,Yes,MS (USA/EU),Delhi
2312,Jyoti Verma,Female,2023,"Networking, Java",1,5,2,Wipro,Established,Automotive,768375,No,,Pune
2313,Rani Patel,Female,2023,"ML/AI, Web Dev (Full Stack), Blockchain, Data Science",0,8,2,Cognizant,Established,IT Services,3021263,No,,Ahmedabad
2314,Kirti Patel,Female,2024,"Web Dev (Full Stack), Digital Marketing",1,9,4,Oracle,Established,IT Services,1956943,No,,Hyderabad
2315,Krish Patel,Male,2022,"Data Science, Web Dev (Full Stack), DevOps, UI/UX Design, Cloud (AWS/Azure/GCP)",0,5,3,Dream11,Startup,Healthcare,680327,No,,Delhi
2316,Riya Ghosal,Female,2023,"Python, UI/UX Design",0,6,3,Tech Mahindra,Established,Consulting,601522,Yes,Data Science,Mumbai
2317,Rani Patel,Female,2022,"C++, Cybersecurity, UI/UX Design",2,9,2,TCS,Established,FinTech,1684748,No,,Mumbai
2318,Krish Kaur,Male,2023,"Java, UI/UX Design, Web Dev (Full Stack)",0,5,1,,,,0,Yes,Data Science,Hyderabad
2319,Priyanshu Kumar,Male,2022,"Blockchain, Python, Data Science, UI/UX Design",0,5,1,Tata Motors,Established,Consulting,2254822,No,,Hyderabad
2320,Aarav Singh,Male,2024,"C++, Digital Marketing, Cybersecurity",1,9,3,Tata Motors,Established,E-commerce,1878889,No,,Kolkata
2321,Suresh Roy,Male,2025,"Digital Marketing, Blockchain, ML/AI",0,10,2,Capgemini,Established,Logistics,2642982,No,,Hyderabad
2322,Shreya Das,Female,2023,"Python, Blockchain",1,6,4,L&T Technology Services,Established,Manufacturing,300000,No,,Pune
2323,Jyoti Mehta,Female,2022,"Cybersecurity, Networking",1,8,3,Infosys,Established,E-commerce,1942820,No,,Jaipur
2324,Manish Prakash,Male,2022,Java,2,7,2,Swiggy,Startup,EdTech,300000,No,,Chennai
2325,Kiara Gupta,Female,2023,Cloud (AWS/Azure/GCP),3,5,1,Dream11,Startup,FinTech,300000,No,,Delhi
2326,Suresh Tiwari,Male,2022,"Embedded Systems, Networking, Cybersecurity",0,1,2,,,,0,No,,Mumbai
2327,Shreya Verma,Female,2024,"Cybersecurity, Digital Marketing",0,10,4,Wipro,Established,Consulting,1332654,No,,Jaipur
2328,Deepa Nair,Female,2025,"UI/UX Design, Embedded Systems, Digital Marketing, DevOps",0,7,1,Byju's,Startup,Manufacturing,1138733,No,,Ahmedabad
2329,Krish Verma,Male,2025,"C++, Cloud (AWS/Azure/GCP), Networking, UI/UX Design",1,10,2,Google,Established,EdTech,509503,No,,Mumbai
2330,Dhruv Sharma,Male,2024,"Blockchain, Networking",0,1,0,,,,0,Yes,M.Tech,Kolkata
2331,Ananya Roy,Female,2025,Blockchain,0,8,1,Meta,Established,Consulting,1169109,No,,Delhi
2332,Manish Singh,Male,2022,"C++, Python, Cybersecurity, Data Science",1,3,1,Google,Established,E-commerce,1469031,No,,Mumbai
2333,Yash Pillai,Male,2025,"Cloud (AWS/Azure/GCP), ML/AI",0,10,3,Dream11,Startup,E-commerce,750927,No,,Chennai
2334,Tanu Pillai,Female,2024,"DevOps, Python",0,5,4,Cisco,Established,Automotive,1028692,No,,Chennai
2335,Aditya Jain,Male,2023,"Web Dev (Full Stack), Blockchain, Python, UI/UX Design",0,3,2,,,,0,No,,Delhi
2336,Myra Kaur,Female,2025,"C++, Digital Marketing, UI/UX Design, Cloud (AWS/Azure/GCP), Java",0,6,4,Meta,Established,FinTech,2188951,No,,Mumbai
2337,Yash Mehta,Male,2022,Cybersecurity,0,8,3,Swiggy,Startup,FinTech,992337,No,,Pune
2338,Rani Ghosal,Female,2025,"Web Dev (Full Stack), C++",3,9,3,Oracle,Established,IT Services,334375,No,,Mumbai
2339,Deepa Pillai,Female,2024,"Data Science, DevOps, ML/AI",3,5,3,Adobe,Established,Logistics,1662980,No,,Jaipur
2340,Rahul Nair,Male,2023,"Data Science, C++",2,9,3,Tata Motors,Established,Automotive,1116387,No,,Mumbai
2341,Rohan Verma,Male,2025,"UI/UX Design, ML/AI",0,4,2,,,,0,Yes,MBA,Kolkata
2342,Diya Patel,Female,2023,"Embedded Systems, C++, Java",0,10,3,Dr. Reddy's Labs,Established,Consulting,1308684,No,,Delhi
2343,Deepa Singh,Female,2022,"Cybersecurity, Data Science, Blockchain",0,2,3,Ola,Startup,IT Services,737126,No,,Pune
2344,Kavita Tiwari,Female,2022,"Networking, Data Science, DevOps",2,7,4,Dr. Reddy's Labs,Established,FinTech,1867166,No,,Hyderabad
2345,Aditya Jain,Male,2024,"UI/UX Design, Web Dev (Full Stack), DevOps, Digital Marketing, C++",1,7,4,Zomato,Startup,FinTech,690277,No,,Chennai
2346,Smita Singh,Female,2025,"Python, Java, Web Dev (Full Stack), C++, DevOps",0,8,3,Microsoft,Established,EdTech,1708269,No,,Kolkata
2347,Jyoti Reddy,Female,2022,"UI/UX Design, ML/AI",1,9,2,Ola,Startup,IT Services,809934,No,,Kolkata
2348,Reyansh Gupta,Male,2025,Cloud (AWS/Azure/GCP),2,1,2,,,,0,Yes,AI/ML,Jaipur
2349,Reyansh Das,Male,2022,"Embedded Systems, Data Science, Blockchain, Cybersecurity, C++",1,6,1,Wipro,Established,IT Services,1134409,No,,Kolkata
2350,Siddharth Roy,Male,2022,"Java, UI/UX Design, Blockchain",1,5,2,,,,0,No,,Bangalore
2351,Manish Mishra,Male,2022,"Cybersecurity, Cloud (AWS/Azure/GCP), Embedded Systems",0,9,3,Wipro,Established,Manufacturing,1417262,No,,Pune
2352,Saanvi Prakash,Female,2024,Web Dev (Full Stack),2,5,4,Flipkart,Established,Healthcare,1035937,No,,Jaipur
2353,Jyoti Chakraborty,Female,2023,"Web Dev (Full Stack), UI/UX Design, C++, Java",2,3,1,Wipro,Established,FinTech,965805,Yes,PhD,Kolkata
2354,Riya Ghosal,Female,2025,"Data Science, Cybersecurity",2,6,4,Microsoft,Established,Consulting,1679089,No,,Bangalore
2355,Rohan Prakash,Male,2023,"Digital Marketing, Web Dev (Full Stack), Embedded Systems, C++",2,2,0,,,,0,Yes,AI/ML,Kolkata
2356,Priyanshu Chakraborty,Male,2024,"Java, Networking",0,10,3,Dream11,Startup,Automotive,645273,No,,Bangalore
2357,Jyoti Verma,Female,2022,"Data Science, Blockchain, Cloud (AWS/Azure/GCP)",1,7,3,Wipro,Established,Manufacturing,1168093,No,,Chennai
2358,Shaurya Prakash,Male,2023,"Data Science, Digital Marketing, C++, Java",0,6,3,Zomato,Startup,E-commerce,847212,No,,Mumbai
2359,Aryan Reddy,Male,2024,"Digital Marketing, Blockchain",2,3,1,,,,0,No,,Pune
2360,Saanvi Chakraborty,Female,2022,"Web Dev (Full Stack), ML/AI, Data Science",1,5,3,Cisco,Established,FinTech,641677,No,,Hyderabad
2361,Aditya Roy,Male,2024,"Cybersecurity, Java",0,9,2,Google,Established,Healthcare,1457951,No,,Pune
2362,Myra Sharma,Female,2024,DevOps,3,5,4,Tech Mahindra,Established,E-commerce,1514512,No,,Pune
2363,Aarohi Prakash,Female,2022,"Cybersecurity, Python",0,6,4,Infosys,Established,Logistics,876755,No,,Bangalore
2364,Riya Reddy,Female,2022,"Embedded Systems, Digital Marketing, Python",1,8,4,Google,Established,E-commerce,2826331,No,,Kolkata
2365,Reyansh Nair,Male,2025,"UI/UX Design, ML/AI, Data Science, Java, Blockchain",2,8,0,Swiggy,Startup,EdTech,525753,No,,Delhi
2366,Gaurav Gupta,Male,2023,ML/AI,1,2,1,,,,0,Yes,AI/ML,Chennai
2367,Gaurav Mishra,Male,2025,"Cloud (AWS/Azure/GCP), Data Science",0,10,4,Dr. Reddy's Labs,Established,Consulting,2659793,No,,Bangalore
2368,Sunil Sharma,Male,2022,"Python, Cybersecurity",2,6,4,Meta,Established,Consulting,2402082,No,,Chennai
2369,Vivaan Chakraborty,Male,2022,"Blockchain, Cybersecurity, Cloud (AWS/Azure/GCP)",1,5,3,Infosys,Established,Manufacturing,1302788,No,,Ahmedabad
2370,Rani Sharma,Female,2025,"DevOps, Cloud (AWS/Azure/GCP), Digital Marketing, Java",0,8,2,Flipkart,Established,E-commerce,921808,No,,Mumbai
2371,Kavita Verma,Female,2025,"ML/AI, Cloud (AWS/Azure/GCP)",1,6,3,TCS,Established,Logistics,987014,No,,Hyderabad
2372,Yash Jain,Male,2023,"Cybersecurity, Blockchain, Python, C++",0,5,2,,,,0,Yes,AI/ML,Hyderabad
2373,Rohan Gupta,Male,2025,"Cybersecurity, Digital Marketing",2,7,3,L&T Technology Services,Established,Logistics,1370159,No,,Kolkata
2374,Jyoti Jain,Female,2022,"Networking, Embedded Systems, Cybersecurity, Python, Digital Marketing",0,8,4,Adobe,Established,Automotive,1011784,Yes,PhD,Mumbai
2375,Riya Roy,Female,2022,"UI/UX Design, Python, ML/AI",0,6,3,Dream11,Startup,EdTech,588565,No,,Delhi
2376,Nikhil Pillai,Male,2024,"Embedded Systems, Java, Web Dev (Full Stack), ML/AI",0,1,1,,,,0,No,,Chennai
2377,Vivaan Chakraborty,Male,2025,"Data Science, UI/UX Design",2,4,2,,,,0,No,,Chennai
2378,Kiara Mehta,Female,2024,"Blockchain, Java",2,4,2,,,,0,Yes,MS (USA/EU),Delhi
2379,Myra Verma,Female,2025,"Digital Marketing, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Cybersecurity, ML/AI",3,5,3,Cisco,Established,IT Services,1547071,No,,Delhi
2380,Pari Verma,Female,2022,"Cybersecurity, Java",3,5,2,,,,0,Yes,Data Science,Chennai
2381,Kiara Sharma,Female,2024,"UI/UX Design, Networking, Java",1,2,2,,,,0,Yes,MBA,Jaipur
2382,Shaurya Yadav,Male,2025,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), C++, Digital Marketing, Embedded Systems",2,3,2,,,,0,No,,Bangalore
2383,Riya Singh,Female,2025,"Digital Marketing, DevOps, C++",2,6,1,Capgemini,Established,Automotive,1717347,No,,Chennai
2384,Pooja Roy,Female,2025,"Data Science, Java, UI/UX Design",1,8,4,L&T Technology Services,Established,Manufacturing,1323009,No,,Chennai
2385,Shreya Ghosal,Female,2023,"DevOps, Blockchain, Data Science, Web Dev (Full Stack)",1,10,4,Capgemini,Established,FinTech,1380280,No,,Ahmedabad
2386,Aanya Jain,Female,2022,"Digital Marketing, Python, Networking, C++, UI/UX Design",2,2,3,Dr. Reddy's Labs,Established,EdTech,1142525,Yes,Data Science,Mumbai
2387,Aanya Gupta,Female,2025,"Cybersecurity, Java",2,5,3,HCLTech,Established,IT Services,1706267,No,,Ahmedabad
2388,Aditya Chakraborty,Male,2023,"Cybersecurity, Networking",3,1,1,,,,0,Yes,PhD,Bangalore
2389,Myra Nair,Female,2025,"Embedded Systems, DevOps, Java",3,2,1,,,,0,No,,Pune
2390,Neha Pillai,Female,2023,"C++, Embedded Systems",0,8,2,Dr. Reddy's Labs,Established,FinTech,712112,No,,Hyderabad
2391,Pari Kumar,Female,2024,"Cloud (AWS/Azure/GCP), C++, DevOps, Web Dev (Full Stack)",0,5,3,Swiggy,Startup,Manufacturing,912207,No,,Jaipur
2392,Kunal Kumar,Male,2025,"Blockchain, Networking, UI/UX Design, C++",1,3,0,,,,0,Yes,Data Science,Hyderabad
2393,Shreya Ghosal,Female,2023,"Blockchain, C++, ML/AI, Networking",2,3,1,,,,0,Yes,Data Science,Jaipur
2394,Suresh Nair,Male,2023,"Java, Digital Marketing",3,7,3,Byju's,Startup,Manufacturing,923729,No,,Ahmedabad
2395,Shreya Reddy,Female,2025,"Networking, Embedded Systems",0,3,2,Tata Motors,Established,IT Services,300000,No,,Hyderabad
2396,Kavita Singh,Female,2025,"Java, Cybersecurity",0,8,3,Adobe,Established,Manufacturing,1365589,No,,Chennai
2397,Aarohi Mehta,Female,2025,Embedded Systems,1,8,2,Capgemini,Established,E-commerce,1979212,No,,Jaipur
2398,Riya Kumar,Female,2025,"C++, Web Dev (Full Stack)",2,4,4,Jio Platforms,Established,Healthcare,1706834,No,,Chennai
2399,Vikas Mishra,Male,2024,"ML/AI, Web Dev (Full Stack), DevOps",0,5,1,Byju's,Startup,Consulting,300000,No,,Ahmedabad
2400,Yash Das,Male,2024,"Java, C++, Cloud (AWS/Azure/GCP), Cybersecurity",3,4,3,Zomato,Startup,Healthcare,734203,Yes,M.Tech,Kolkata
2401,Tanu Sharma,Female,2023,"Data Science, Cybersecurity, Python, Java, Embedded Systems",1,8,3,Capgemini,Established,EdTech,1274297,No,,Pune
2402,Dev Jain,Male,2024,"Networking, Python, Embedded Systems, DevOps",1,7,1,Oracle,Established,Automotive,300000,No,,Jaipur
2403,Sunil Kumar,Male,2022,"Cybersecurity, Java, DevOps",1,6,3,Zomato,Startup,E-commerce,300000,No,,Chennai
2404,Neha Jain,Female,2024,"UI/UX Design, Blockchain, Networking",0,8,4,Infosys,Established,Manufacturing,1742244,No,,Kolkata
2405,Sona Singh,Female,2022,"Blockchain, DevOps",1,7,3,Zomato,Startup,FinTech,707805,No,,Delhi
2406,Saanvi Roy,Female,2022,"Digital Marketing, Java, Web Dev (Full Stack)",3,8,2,Adobe,Established,E-commerce,1051155,No,,Chennai
2407,Aarav Mishra,Male,2024,"Java, Cloud (AWS/Azure/GCP)",2,6,2,Wipro,Established,Manufacturing,1145952,No,,Delhi
2408,Gaurav Prakash,Male,2023,"ML/AI, Blockchain",1,5,0,,,,0,Yes,Data Science,Jaipur
2409,Neha Mehta,Female,2024,"Cloud (AWS/Azure/GCP), Python, Blockchain, Java, Data Science",1,9,1,HCLTech,Established,IT Services,1561062,No,,Ahmedabad
2410,Rajesh Reddy,Male,2022,"Digital Marketing, Cloud (AWS/Azure/GCP)",2,4,2,TCS,Established,FinTech,1658696,No,,Bangalore
2411,Suresh Patel,Male,2022,"UI/UX Design, ML/AI, Cloud (AWS/Azure/GCP), Digital Marketing, DevOps",1,1,2,,,,0,Yes,MBA,Jaipur
2412,Aarav Mishra,Male,2023,"Embedded Systems, Cybersecurity, Cloud (AWS/Azure/GCP), Java, C++",1,2,4,Microsoft,Established,Healthcare,1247105,No,,Delhi
2413,Sona Mehta,Female,2022,"ML/AI, Python, C++",1,1,1,,,,0,Yes,Cybersecurity,Jaipur
2414,Sona Kaur,Female,2023,"UI/UX Design, Embedded Systems, Blockchain, ML/AI",0,4,3,Paytm,Startup,Healthcare,1039248,No,,Hyderabad
2415,Myra Jain,Female,2024,"Web Dev (Full Stack), Java, Digital Marketing",0,2,1,,,,0,Yes,Data Science,Mumbai
2416,Suresh Patel,Male,2023,"Networking, Java, Python",0,1,2,Dr. Reddy's Labs,Established,EdTech,923716,No,,Delhi
2417,Isha Yadav,Female,2024,"Blockchain, C++, Embedded Systems",0,10,2,HCLTech,Established,Manufacturing,1860203,No,,Jaipur
2418,Dhruv Kaur,Male,2024,"C++, Embedded Systems, Cloud (AWS/Azure/GCP)",0,3,1,,,,0,Yes,M.Tech,Delhi
2419,Aarav Patel,Male,2023,"DevOps, Cybersecurity, Embedded Systems, Data Science",2,3,2,,,,0,Yes,M.Tech,Kolkata
2420,Kirti Yadav,Female,2024,"Data Science, Embedded Systems, Cybersecurity, UI/UX Design",2,6,1,Oracle,Established,EdTech,1735779,Yes,Cybersecurity,Chennai
2421,Aarohi Gupta,Female,2023,"Cloud (AWS/Azure/GCP), Embedded Systems",1,2,3,Flipkart,Established,Automotive,1124860,No,,Kolkata
2422,Gaurav Chakraborty,Male,2025,"UI/UX Design, Networking, Blockchain",1,5,4,Paytm,Startup,Consulting,1105219,No,,Mumbai
2423,Vivaan Das,Male,2023,ML/AI,1,8,4,Oracle,Established,Automotive,1320482,No,,Bangalore
2424,Saanvi Jain,Female,2024,"UI/UX Design, Data Science, Java",0,3,4,Zomato,Startup,IT Services,992868,No,,Mumbai
2425,Ananya Patel,Female,2024,"DevOps, C++, Java",2,5,0,,,,0,Yes,PhD,Pune
2426,Aditya Mishra,Male,2024,"Web Dev (Full Stack), Java, UI/UX Design",1,8,4,Dr. Reddy's Labs,Established,Healthcare,300000,No,,Mumbai
2427,Priyanshu Yadav,Male,2022,"DevOps, C++, Python",0,5,4,Capgemini,Established,Automotive,1519514,No,,Jaipur
2428,Zara Mehta,Female,2023,"Data Science, DevOps",2,4,4,L&T Technology Services,Established,EdTech,1107026,No,,Delhi
2429,Zara Yadav,Female,2022,"C++, Java, Embedded Systems, Digital Marketing, Python",0,10,4,Zomato,Startup,EdTech,336545,No,,Kolkata
2430,Diya Prakash,Female,2024,"UI/UX Design, Web Dev (Full Stack)",2,4,0,,,,0,Yes,Data Science,Delhi
2431,Siddharth Jain,Male,2023,"DevOps, C++, Web Dev (Full Stack), Networking",1,7,4,Cisco,Established,E-commerce,3118893,No,,Bangalore
2432,Diya Prakash,Female,2022,"Digital Marketing, Python, Cloud (AWS/Azure/GCP)",0,5,1,Dream11,Startup,Consulting,1089951,No,,Hyderabad
2433,Krish Ghosal,Male,2022,"Java, UI/UX Design, DevOps, Cybersecurity",2,1,2,,,,0,Yes,MBA,Ahmedabad
2434,Ananya Kaur,Female,2023,"Java, Digital Marketing, UI/UX Design",1,4,4,Byju's,Startup,Manufacturing,725010,No,,Hyderabad
2435,Shreya Pillai,Female,2023,"Blockchain, Data Science, Cloud (AWS/Azure/GCP)",0,5,3,HCLTech,Established,Consulting,1544722,Yes,Cybersecurity,Jaipur
2436,Myra Nair,Female,2023,"Java, DevOps",0,6,2,Tech Mahindra,Established,IT Services,1359817,No,,Hyderabad
2437,Rajesh Tiwari,Male,2024,"Data Science, UI/UX Design, Java",2,4,3,Oracle,Established,Logistics,1201314,No,,Chennai
2438,Rahul Gupta,Male,2022,"Digital Marketing, Java",0,2,3,L&T Technology Services,Established,Consulting,1414645,No,,Chennai
2439,Shreya Mehta,Female,2023,"Cybersecurity, Data Science, Cloud (AWS/Azure/GCP), Python",0,6,0,Cisco,Established,Healthcare,2025767,No,,Delhi
2440,Rohan Jain,Male,2023,"Networking, Python",0,8,4,Byju's,Startup,Manufacturing,414956,No,,Jaipur
2441,Meera Kumar,Female,2024,"ML/AI, Embedded Systems, DevOps",0,5,2,,,,0,No,,Hyderabad
2442,Shreya Kaur,Female,2025,"Data Science, Java, Blockchain",1,5,1,,,,0,Yes,Cybersecurity,Hyderabad
2443,Smita Das,Female,2024,"Python, Java, C++, Data Science",0,10,4,L&T Technology Services,Established,IT Services,1439452,No,,Pune
2444,Sia Sharma,Female,2023,"UI/UX Design, Digital Marketing, Blockchain, Embedded Systems",0,4,2,,,,0,Yes,MS (USA/EU),Kolkata
2445,Dhruv Patel,Male,2024,"Cybersecurity, Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",1,10,3,TCS,Established,Consulting,809278,No,,Kolkata
2446,Manish Mishra,Male,2022,"Data Science, Web Dev (Full Stack), Python, Java",1,8,2,Tech Mahindra,Established,E-commerce,1656617,No,,Chennai
2447,Pari Chakraborty,Female,2023,"Embedded Systems, Data Science, Cybersecurity, Java",0,8,4,L&T Technology Services,Established,Manufacturing,2269630,No,,Chennai
2448,Isha Prakash,Female,2023,"Blockchain, UI/UX Design",0,6,2,Cognizant,Established,Automotive,1765941,No,,Hyderabad
2449,Siddharth Kaur,Male,2022,"Cybersecurity, C++",2,2,2,,,,0,Yes,Cybersecurity,Delhi
2450,Shreya Roy,Female,2025,"C++, ML/AI, Data Science",0,9,3,HCLTech,Established,Healthcare,1710512,No,,Chennai
2451,Isha Kumar,Female,2025,Embedded Systems,2,10,2,Wipro,Established,EdTech,1594263,No,,Ahmedabad
2452,Zara Reddy,Female,2022,"ML/AI, Cloud (AWS/Azure/GCP), Blockchain, Web Dev (Full Stack)",0,7,1,Dr. Reddy's Labs,Established,IT Services,1445255,No,,Bangalore
2453,Sunil Gupta,Male,2024,"Digital Marketing, ML/AI",1,8,3,Jio Platforms,Established,FinTech,2091010,Yes,MBA,Kolkata
2454,Aarohi Mishra,Female,2022,"Java, Blockchain",1,6,4,Tata Motors,Established,E-commerce,668113,No,,Pune
2455,Reyansh Gupta,Male,2025,Python,1,5,3,Paytm,Startup,IT Services,808899,No,,Jaipur
2456,Siddharth Verma,Male,2022,"Blockchain, Networking, ML/AI",1,10,3,Infosys,Established,Automotive,1957706,No,,Mumbai
2457,Kiara Tiwari,Female,2023,"Data Science, Python, Digital Marketing, Blockchain",2,2,2,,,,0,Yes,MBA,Jaipur
2458,Dev Nair,Male,2025,"DevOps, Java, Embedded Systems",1,3,0,,,,0,Yes,MS (USA/EU),Bangalore
2459,Isha Mehta,Female,2023,"Java, Digital Marketing",0,10,3,Meta,Established,IT Services,1137313,No,,Chennai
2460,Isha Mishra,Female,2024,"Java, Data Science, Embedded Systems, ML/AI",0,7,3,Jio Platforms,Established,FinTech,1745360,No,,Bangalore
2461,Smita Prakash,Female,2024,"C++, DevOps, Networking",2,5,3,Google,Established,Healthcare,1461227,Yes,PhD,Hyderabad
2462,Zara Prakash,Female,2025,"Digital Marketing, UI/UX Design, C++",2,6,2,Adobe,Established,IT Services,1195412,No,,Ahmedabad
2463,Krish Prakash,Male,2024,"C++, ML/AI, Data Science",0,6,2,Capgemini,Established,Manufacturing,1369069,No,,Jaipur
2464,Sona Kaur,Female,2025,Web Dev (Full Stack),1,6,4,Dr. Reddy's Labs,Established,Logistics,1045316,No,,Delhi
2465,Smita Das,Female,2023,"Cloud (AWS/Azure/GCP), DevOps",1,2,3,Dream11,Startup,EdTech,901300,No,,Chennai
2466,Vikas Patel,Male,2024,"Data Science, Java, Cybersecurity",2,10,4,Microsoft,Established,Automotive,1820921,No,,Jaipur
2467,Gaurav Verma,Male,2024,Networking,0,2,2,,,,0,Yes,PhD,Mumbai
2468,Gaurav Reddy,Male,2022,"DevOps, Cybersecurity, Networking, C++, Web Dev (Full Stack)",0,4,0,,,,0,Yes,Data Science,Pune
2469,Ananya Chakraborty,Female,2025,"Cloud (AWS/Azure/GCP), Embedded Systems",0,6,3,Dr. Reddy's Labs,Established,Logistics,1562178,No,,Bangalore
2470,Smita Das,Female,2022,"C++, Cybersecurity, Embedded Systems",2,6,3,Zomato,Startup,Automotive,300000,No,,Bangalore
